Pickup Location,Hour,Date,ride_count,DayOfWeek,IsWeekend,Pickup_loc_code
Area-47,3,07/01/2024,2,6,1,41
Area-47,3,09/01/2024,1,1,0,41
Area-47,3,16/01/2024,1,1,0,41
Area-47,3,17/01/2024,1,2,0,41
Area-47,3,21/01/2024,1,6,1,41
Area-47,3,23/01/2024,2,1,0,41
Area-47,3,24/01/2024,1,2,0,41
Area-47,3,29/01/2024,1,0,0,41
Area-47,4,01/01/2024,2,0,0,41
Area-47,4,03/01/2024,1,2,0,41
Area-47,4,05/01/2024,1,4,0,41
Area-47,4,20/01/2024,3,5,1,41
Area-47,4,23/01/2024,2,1,0,41
Area-47,5,04/01/2024,1,3,0,41
Area-47,5,13/01/2024,1,5,1,41
Area-47,5,15/01/2024,1,0,0,41
Area-47,5,17/01/2024,1,2,0,41
Area-47,5,18/01/2024,1,3,0,41
Area-47,5,26/01/2024,2,4,0,41
Area-47,5,29/01/2024,1,0,0,41
Area-47,6,07/01/2024,1,6,1,41
Area-47,6,11/01/2024,1,3,0,41
Area-47,6,13/01/2024,2,5,1,41
Area-47,6,14/01/2024,1,6,1,41
Area-47,6,17/01/2024,2,2,0,41
Area-47,6,21/01/2024,1,6,1,41
Area-47,6,27/01/2024,1,5,1,41
Area-47,6,29/01/2024,1,0,0,41
Area-47,6,30/01/2024,1,1,0,41
Area-47,7,01/01/2024,1,0,0,41
Area-47,7,02/01/2024,2,1,0,41
Area-47,7,03/01/2024,1,2,0,41
Area-47,7,05/01/2024,1,4,0,41
Area-47,7,07/01/2024,1,6,1,41
Area-47,7,08/01/2024,1,0,0,41
Area-47,7,10/01/2024,1,2,0,41
Area-47,7,17/01/2024,1,2,0,41
Area-47,7,18/01/2024,2,3,0,41
Area-47,7,19/01/2024,2,4,0,41
Area-47,7,22/01/2024,1,0,0,41
Area-47,7,25/01/2024,2,3,0,41
Area-47,7,29/01/2024,2,0,0,41
Area-47,8,01/01/2024,1,0,0,41
Area-47,8,04/01/2024,1,3,0,41
Area-47,8,05/01/2024,1,4,0,41
Area-47,8,10/01/2024,1,2,0,41
Area-47,8,12/01/2024,1,4,0,41
Area-47,8,15/01/2024,1,0,0,41
Area-47,8,18/01/2024,2,3,0,41
Area-47,8,25/01/2024,2,3,0,41
Area-47,8,28/01/2024,1,6,1,41
Area-47,8,30/01/2024,2,1,0,41
Area-47,9,05/01/2024,3,4,0,41
Area-47,9,08/01/2024,1,0,0,41
Area-47,9,13/01/2024,1,5,1,41
Area-47,9,15/01/2024,1,0,0,41
Area-47,9,19/01/2024,1,4,0,41
Area-47,9,22/01/2024,1,0,0,41
Area-47,9,24/01/2024,1,2,0,41
Area-47,9,25/01/2024,1,3,0,41
Area-47,9,26/01/2024,1,4,0,41
Area-47,10,01/01/2024,1,0,0,41
Area-47,10,09/01/2024,1,1,0,41
Area-47,10,11/01/2024,1,3,0,41
Area-47,10,12/01/2024,2,4,0,41
Area-47,10,14/01/2024,1,6,1,41
Area-47,10,16/01/2024,1,1,0,41
Area-47,10,20/01/2024,1,5,1,41
Area-47,10,23/01/2024,1,1,0,41
Area-47,10,25/01/2024,1,3,0,41
Area-47,10,28/01/2024,2,6,1,41
Area-47,10,29/01/2024,1,0,0,41
Area-47,10,30/01/2024,1,1,0,41
Area-47,11,02/01/2024,3,1,0,41
Area-47,11,05/01/2024,1,4,0,41
Area-47,11,07/01/2024,1,6,1,41
Area-47,11,09/01/2024,2,1,0,41
Area-47,11,12/01/2024,1,4,0,41
Area-47,11,13/01/2024,2,5,1,41
Area-47,11,14/01/2024,1,6,1,41
Area-47,11,18/01/2024,1,3,0,41
Area-47,11,19/01/2024,1,4,0,41
Area-47,11,22/01/2024,1,0,0,41
Area-47,11,25/01/2024,1,3,0,41
Area-47,11,28/01/2024,1,6,1,41
Area-47,11,30/01/2024,1,1,0,41
Area-47,12,04/01/2024,1,3,0,41
Area-47,12,05/01/2024,1,4,0,41
Area-47,12,09/01/2024,1,1,0,41
Area-47,12,11/01/2024,1,3,0,41
Area-47,12,19/01/2024,1,4,0,41
Area-47,13,02/01/2024,3,1,0,41
Area-47,13,09/01/2024,2,1,0,41
Area-47,13,11/01/2024,1,3,0,41
Area-47,13,14/01/2024,1,6,1,41
Area-47,13,20/01/2024,1,5,1,41
Area-47,13,22/01/2024,1,0,0,41
Area-47,13,25/01/2024,1,3,0,41
Area-47,13,27/01/2024,2,5,1,41
Area-47,14,05/01/2024,1,4,0,41
Area-47,14,06/01/2024,1,5,1,41
Area-47,14,10/01/2024,1,2,0,41
Area-47,14,11/01/2024,2,3,0,41
Area-47,14,14/01/2024,1,6,1,41
Area-47,14,19/01/2024,1,4,0,41
Area-47,14,22/01/2024,1,0,0,41
Area-47,14,23/01/2024,1,1,0,41
Area-47,14,25/01/2024,1,3,0,41
Area-47,14,27/01/2024,1,5,1,41
Area-47,15,01/01/2024,1,0,0,41
Area-47,15,02/01/2024,1,1,0,41
Area-47,15,03/01/2024,1,2,0,41
Area-47,15,05/01/2024,1,4,0,41
Area-47,15,06/01/2024,1,5,1,41
Area-47,15,07/01/2024,2,6,1,41
Area-47,15,11/01/2024,2,3,0,41
Area-47,15,16/01/2024,1,1,0,41
Area-47,15,18/01/2024,1,3,0,41
Area-47,15,29/01/2024,2,0,0,41
Area-47,15,30/01/2024,2,1,0,41
Area-47,16,01/01/2024,1,0,0,41
Area-47,16,02/01/2024,1,1,0,41
Area-47,16,03/01/2024,1,2,0,41
Area-47,16,07/01/2024,1,6,1,41
Area-47,16,08/01/2024,1,0,0,41
Area-47,16,09/01/2024,1,1,0,41
Area-47,16,17/01/2024,1,2,0,41
Area-47,16,22/01/2024,1,0,0,41
Area-47,16,30/01/2024,1,1,0,41
Area-47,17,02/01/2024,1,1,0,41
Area-47,17,04/01/2024,1,3,0,41
Area-47,17,16/01/2024,1,1,0,41
Area-47,17,17/01/2024,1,2,0,41
Area-47,17,25/01/2024,1,3,0,41
Area-47,17,27/01/2024,1,5,1,41
Area-47,18,01/01/2024,1,0,0,41
Area-47,18,06/01/2024,2,5,1,41
Area-47,18,07/01/2024,1,6,1,41
Area-47,18,08/01/2024,2,0,0,41
Area-47,18,09/01/2024,1,1,0,41
Area-47,18,14/01/2024,1,6,1,41
Area-47,18,20/01/2024,2,5,1,41
Area-47,18,26/01/2024,1,4,0,41
Area-47,18,28/01/2024,1,6,1,41
Area-47,19,04/01/2024,1,3,0,41
Area-47,19,08/01/2024,2,0,0,41
Area-47,19,09/01/2024,1,1,0,41
Area-47,19,14/01/2024,1,6,1,41
Area-47,19,15/01/2024,4,0,0,41
Area-47,19,17/01/2024,1,2,0,41
Area-47,19,20/01/2024,1,5,1,41
Area-47,19,22/01/2024,1,0,0,41
Area-47,19,23/01/2024,1,1,0,41
Area-47,19,26/01/2024,1,4,0,41
Area-47,19,27/01/2024,1,5,1,41
Area-47,20,01/01/2024,1,0,0,41
Area-47,20,11/01/2024,1,3,0,41
Area-47,20,15/01/2024,2,0,0,41
Area-47,20,18/01/2024,1,3,0,41
Area-47,20,21/01/2024,1,6,1,41
Area-47,20,23/01/2024,2,1,0,41
Area-47,20,24/01/2024,1,2,0,41
Area-47,20,25/01/2024,1,3,0,41
Area-47,20,26/01/2024,2,4,0,41
Area-47,20,29/01/2024,1,0,0,41
Area-47,21,03/01/2024,1,2,0,41
Area-47,21,04/01/2024,1,3,0,41
Area-47,21,06/01/2024,1,5,1,41
Area-47,21,07/01/2024,1,6,1,41
Area-47,21,10/01/2024,1,2,0,41
Area-47,21,15/01/2024,1,0,0,41
Area-47,21,16/01/2024,1,1,0,41
Area-47,21,19/01/2024,1,4,0,41
Area-47,21,22/01/2024,1,0,0,41
Area-47,21,26/01/2024,1,4,0,41
Area-47,21,29/01/2024,1,0,0,41
Area-47,22,10/01/2024,1,2,0,41
Area-47,22,16/01/2024,1,1,0,41
Area-47,22,18/01/2024,2,3,0,41
Area-47,22,19/01/2024,1,4,0,41
Area-47,22,28/01/2024,1,6,1,41
Area-47,22,29/01/2024,4,0,0,41
Area-47,23,03/01/2024,1,2,0,41
Area-47,23,08/01/2024,1,0,0,41
Area-47,23,09/01/2024,1,1,0,41
Area-47,23,14/01/2024,1,6,1,41
Area-47,23,15/01/2024,1,0,0,41
Area-47,23,16/01/2024,1,1,0,41
Area-47,23,22/01/2024,1,0,0,41
Area-47,23,24/01/2024,1,2,0,41
Area-47,23,26/01/2024,1,4,0,41
Area-47,23,29/01/2024,1,0,0,41
Area-48,0,05/01/2024,2,4,0,42
Area-48,0,08/01/2024,1,0,0,42
Area-48,0,09/01/2024,1,1,0,42
Area-48,0,10/01/2024,1,2,0,42
Area-48,0,11/01/2024,1,3,0,42
Area-48,0,14/01/2024,2,6,1,42
Area-48,0,15/01/2024,1,0,0,42
Area-48,0,16/01/2024,1,1,0,42
Area-48,0,17/01/2024,2,2,0,42
Area-48,0,20/01/2024,2,5,1,42
Area-48,0,21/01/2024,1,6,1,42
Area-48,0,25/01/2024,1,3,0,42
Area-48,0,27/01/2024,2,5,1,42
Area-48,0,28/01/2024,1,6,1,42
Area-48,0,31/01/2024,2,2,0,42
Area-48,1,03/01/2024,1,2,0,42
Area-48,1,04/01/2024,2,3,0,42
Area-48,1,05/01/2024,1,4,0,42
Area-48,1,09/01/2024,1,1,0,42
Area-48,1,10/01/2024,1,2,0,42
Area-48,1,11/01/2024,2,3,0,42
Area-48,1,13/01/2024,2,5,1,42
Area-48,1,14/01/2024,1,6,1,42
Area-48,1,18/01/2024,1,3,0,42
Area-48,1,22/01/2024,1,0,0,42
Area-48,1,23/01/2024,2,1,0,42
Area-48,1,24/01/2024,1,2,0,42
Area-48,1,25/01/2024,2,3,0,42
Area-48,2,01/01/2024,1,0,0,42
Area-48,2,05/01/2024,1,4,0,42
Area-48,2,06/01/2024,1,5,1,42
Area-48,2,07/01/2024,1,6,1,42
Area-48,2,08/01/2024,2,0,0,42
Area-48,2,12/01/2024,1,4,0,42
Area-48,2,15/01/2024,1,0,0,42
Area-48,2,16/01/2024,1,1,0,42
Area-48,2,17/01/2024,1,2,0,42
Area-48,2,19/01/2024,1,4,0,42
Area-48,2,21/01/2024,2,6,1,42
Area-48,2,25/01/2024,1,3,0,42
Area-48,2,26/01/2024,1,4,0,42
Area-48,2,28/01/2024,2,6,1,42
Area-48,2,30/01/2024,1,1,0,42
Area-48,3,02/01/2024,1,1,0,42
Area-48,3,03/01/2024,1,2,0,42
Area-48,3,04/01/2024,1,3,0,42
Area-48,3,07/01/2024,1,6,1,42
Area-48,3,11/01/2024,2,3,0,42
Area-48,3,17/01/2024,1,2,0,42
Area-48,3,19/01/2024,1,4,0,42
Area-48,3,20/01/2024,1,5,1,42
Area-48,3,21/01/2024,1,6,1,42
Area-48,3,26/01/2024,2,4,0,42
Area-48,3,28/01/2024,1,6,1,42
Area-48,3,30/01/2024,1,1,0,42
Area-48,4,09/01/2024,1,1,0,42
Area-48,4,12/01/2024,1,4,0,42
Area-48,4,14/01/2024,1,6,1,42
Area-48,4,21/01/2024,1,6,1,42
Area-48,4,23/01/2024,2,1,0,42
Area-48,4,29/01/2024,2,0,0,42
Area-48,4,30/01/2024,1,1,0,42
Area-48,5,02/01/2024,2,1,0,42
Area-48,5,05/01/2024,1,4,0,42
Area-48,5,08/01/2024,1,0,0,42
Area-48,5,09/01/2024,1,1,0,42
Area-48,5,12/01/2024,1,4,0,42
Area-48,5,13/01/2024,1,5,1,42
Area-48,5,15/01/2024,1,0,0,42
Area-48,5,20/01/2024,1,5,1,42
Area-48,5,26/01/2024,2,4,0,42
Area-48,5,29/01/2024,1,0,0,42
Area-48,5,30/01/2024,1,1,0,42
Area-48,6,01/01/2024,1,0,0,42
Area-48,6,04/01/2024,1,3,0,42
Area-48,6,05/01/2024,1,4,0,42
Area-48,6,07/01/2024,1,6,1,42
Area-48,6,08/01/2024,1,0,0,42
Area-48,6,09/01/2024,1,1,0,42
Area-48,6,11/01/2024,1,3,0,42
Area-48,6,17/01/2024,1,2,0,42
Area-48,6,18/01/2024,1,3,0,42
Area-48,6,22/01/2024,2,0,0,42
Area-48,6,23/01/2024,1,1,0,42
Area-48,6,25/01/2024,1,3,0,42
Area-48,6,26/01/2024,1,4,0,42
Area-48,6,29/01/2024,1,0,0,42
Area-48,7,05/01/2024,1,4,0,42
Area-48,7,07/01/2024,1,6,1,42
Area-48,7,09/01/2024,1,1,0,42
Area-48,7,11/01/2024,1,3,0,42
Area-48,7,12/01/2024,1,4,0,42
Area-48,7,13/01/2024,1,5,1,42
Area-48,7,15/01/2024,1,0,0,42
Area-48,7,16/01/2024,2,1,0,42
Area-48,7,24/01/2024,1,2,0,42
Area-48,8,05/01/2024,1,4,0,42
Area-48,8,06/01/2024,2,5,1,42
Area-48,8,12/01/2024,1,4,0,42
Area-48,8,13/01/2024,1,5,1,42
Area-48,8,16/01/2024,1,1,0,42
Area-48,8,22/01/2024,1,0,0,42
Area-48,8,24/01/2024,2,2,0,42
Area-48,8,25/01/2024,2,3,0,42
Area-48,8,26/01/2024,1,4,0,42
Area-48,8,29/01/2024,2,0,0,42
Area-48,9,06/01/2024,1,5,1,42
Area-48,9,07/01/2024,2,6,1,42
Area-48,9,10/01/2024,1,2,0,42
Area-48,9,12/01/2024,1,4,0,42
Area-48,9,13/01/2024,2,5,1,42
Area-48,9,15/01/2024,1,0,0,42
Area-48,9,18/01/2024,1,3,0,42
Area-48,9,24/01/2024,1,2,0,42
Area-48,9,27/01/2024,4,5,1,42
Area-48,9,30/01/2024,1,1,0,42
Area-48,10,02/01/2024,1,1,0,42
Area-48,10,13/01/2024,1,5,1,42
Area-48,10,20/01/2024,2,5,1,42
Area-48,10,22/01/2024,1,0,0,42
Area-48,10,28/01/2024,1,6,1,42
Area-48,10,29/01/2024,1,0,0,42
Area-48,11,01/01/2024,1,0,0,42
Area-48,11,03/01/2024,1,2,0,42
Area-48,11,04/01/2024,2,3,0,42
Area-48,11,05/01/2024,1,4,0,42
Area-48,11,07/01/2024,1,6,1,42
Area-48,11,10/01/2024,1,2,0,42
Area-48,11,12/01/2024,1,4,0,42
Area-48,11,14/01/2024,1,6,1,42
Area-48,11,15/01/2024,1,0,0,42
Area-48,11,16/01/2024,2,1,0,42
Area-48,11,18/01/2024,1,3,0,42
Area-48,11,19/01/2024,1,4,0,42
Area-48,11,21/01/2024,1,6,1,42
Area-48,12,02/01/2024,1,1,0,42
Area-48,12,04/01/2024,2,3,0,42
Area-48,12,06/01/2024,2,5,1,42
Area-48,12,11/01/2024,1,3,0,42
Area-48,12,12/01/2024,1,4,0,42
Area-48,12,13/01/2024,1,5,1,42
Area-48,12,16/01/2024,2,1,0,42
Area-48,12,17/01/2024,1,2,0,42
Area-48,12,19/01/2024,2,4,0,42
Area-48,12,20/01/2024,1,5,1,42
Area-48,12,23/01/2024,1,1,0,42
Area-48,12,24/01/2024,1,2,0,42
Area-48,13,08/01/2024,1,0,0,42
Area-48,13,09/01/2024,1,1,0,42
Area-48,13,11/01/2024,2,3,0,42
Area-48,13,14/01/2024,1,6,1,42
Area-48,13,19/01/2024,2,4,0,42
Area-48,13,21/01/2024,1,6,1,42
Area-48,13,24/01/2024,2,2,0,42
Area-48,13,30/01/2024,1,1,0,42
Area-48,14,05/01/2024,1,4,0,42
Area-48,14,08/01/2024,2,0,0,42
Area-48,14,11/01/2024,2,3,0,42
Area-48,14,12/01/2024,1,4,0,42
Area-48,14,18/01/2024,1,3,0,42
Area-48,14,19/01/2024,1,4,0,42
Area-48,14,20/01/2024,3,5,1,42
Area-48,14,21/01/2024,1,6,1,42
Area-48,14,23/01/2024,1,1,0,42
Area-48,14,24/01/2024,2,2,0,42
Area-48,14,26/01/2024,1,4,0,42
Area-48,15,01/01/2024,1,0,0,42
Area-48,15,13/01/2024,1,5,1,42
Area-48,15,15/01/2024,3,0,0,42
Area-48,15,16/01/2024,1,1,0,42
Area-48,15,18/01/2024,1,3,0,42
Area-48,15,19/01/2024,1,4,0,42
Area-48,15,20/01/2024,1,5,1,42
Area-48,15,23/01/2024,1,1,0,42
Area-48,15,25/01/2024,1,3,0,42
Area-48,15,27/01/2024,1,5,1,42
Area-48,15,30/01/2024,1,1,0,42
Area-48,16,02/01/2024,1,1,0,42
Area-48,16,06/01/2024,1,5,1,42
Area-48,16,07/01/2024,1,6,1,42
Area-48,16,08/01/2024,1,0,0,42
Area-48,16,09/01/2024,1,1,0,42
Area-48,16,10/01/2024,1,2,0,42
Area-48,16,11/01/2024,2,3,0,42
Area-48,16,12/01/2024,1,4,0,42
Area-48,16,13/01/2024,2,5,1,42
Area-48,16,16/01/2024,1,1,0,42
Area-48,16,17/01/2024,2,2,0,42
Area-48,16,18/01/2024,1,3,0,42
Area-48,16,21/01/2024,1,6,1,42
Area-48,16,22/01/2024,1,0,0,42
Area-48,16,25/01/2024,1,3,0,42
Area-48,16,26/01/2024,2,4,0,42
Area-48,16,30/01/2024,1,1,0,42
Area-48,17,01/01/2024,2,0,0,42
Area-48,17,02/01/2024,1,1,0,42
Area-48,17,03/01/2024,1,2,0,42
Area-48,17,04/01/2024,1,3,0,42
Area-48,17,05/01/2024,1,4,0,42
Area-48,17,08/01/2024,2,0,0,42
Area-48,17,10/01/2024,2,2,0,42
Area-48,17,22/01/2024,1,0,0,42
Area-48,18,01/01/2024,1,0,0,42
Area-48,18,02/01/2024,1,1,0,42
Area-48,18,04/01/2024,1,3,0,42
Area-48,18,06/01/2024,1,5,1,42
Area-48,18,11/01/2024,1,3,0,42
Area-48,18,17/01/2024,1,2,0,42
Area-48,18,22/01/2024,1,0,0,42
Area-48,18,24/01/2024,1,2,0,42
Area-48,18,25/01/2024,1,3,0,42
Area-48,18,26/01/2024,1,4,0,42
Area-48,18,29/01/2024,1,0,0,42
Area-48,18,30/01/2024,1,1,0,42
Area-48,19,01/01/2024,1,0,0,42
Area-48,19,04/01/2024,1,3,0,42
Area-48,19,10/01/2024,1,2,0,42
Area-48,19,13/01/2024,1,5,1,42
Area-48,19,17/01/2024,1,2,0,42
Area-48,19,22/01/2024,1,0,0,42
Area-48,19,25/01/2024,1,3,0,42
Area-48,19,26/01/2024,2,4,0,42
Area-48,19,28/01/2024,1,6,1,42
Area-48,20,01/01/2024,1,0,0,42
Area-48,20,02/01/2024,1,1,0,42
Area-48,20,08/01/2024,1,0,0,42
Area-48,20,12/01/2024,2,4,0,42
Area-48,20,20/01/2024,2,5,1,42
Area-48,20,25/01/2024,1,3,0,42
Area-48,21,01/01/2024,1,0,0,42
Area-48,21,06/01/2024,1,5,1,42
Area-48,21,10/01/2024,1,2,0,42
Area-48,21,13/01/2024,1,5,1,42
Area-48,21,15/01/2024,1,0,0,42
Area-48,21,16/01/2024,2,1,0,42
Area-48,21,19/01/2024,1,4,0,42
Area-48,21,27/01/2024,1,5,1,42
Area-48,22,01/01/2024,1,0,0,42
Area-48,22,02/01/2024,1,1,0,42
Area-48,22,03/01/2024,1,2,0,42
Area-48,22,04/01/2024,1,3,0,42
Area-48,22,09/01/2024,2,1,0,42
Area-48,22,11/01/2024,1,3,0,42
Area-48,22,15/01/2024,1,0,0,42
Area-48,22,18/01/2024,1,3,0,42
Area-48,22,21/01/2024,1,6,1,42
Area-48,22,25/01/2024,1,3,0,42
Area-48,22,28/01/2024,1,6,1,42
Area-48,23,02/01/2024,2,1,0,42
Area-48,23,05/01/2024,1,4,0,42
Area-48,23,06/01/2024,1,5,1,42
Area-48,23,17/01/2024,1,2,0,42
Area-48,23,19/01/2024,1,4,0,42
Area-48,23,23/01/2024,1,1,0,42
Area-48,23,27/01/2024,1,5,1,42
Area-48,23,30/01/2024,1,1,0,42
Area-49,0,02/01/2024,1,1,0,43
Area-49,0,04/01/2024,2,3,0,43
Area-49,0,06/01/2024,1,5,1,43
Area-49,0,09/01/2024,1,1,0,43
Area-49,0,10/01/2024,1,2,0,43
Area-49,0,11/01/2024,1,3,0,43
Area-49,0,12/01/2024,2,4,0,43
Area-49,0,17/01/2024,1,2,0,43
Area-49,0,27/01/2024,1,5,1,43
Area-49,1,01/01/2024,1,0,0,43
Area-49,1,05/01/2024,1,4,0,43
Area-49,1,06/01/2024,1,5,1,43
Area-49,1,13/01/2024,1,5,1,43
Area-49,1,17/01/2024,1,2,0,43
Area-49,1,19/01/2024,2,4,0,43
Area-49,1,24/01/2024,2,2,0,43
Area-49,1,25/01/2024,1,3,0,43
Area-49,1,27/01/2024,1,5,1,43
Area-49,1,30/01/2024,1,1,0,43
Area-49,2,02/01/2024,1,1,0,43
Area-49,2,03/01/2024,1,2,0,43
Area-49,2,06/01/2024,1,5,1,43
Area-49,2,09/01/2024,1,1,0,43
Area-49,2,13/01/2024,1,5,1,43
Area-49,2,15/01/2024,1,0,0,43
Area-49,2,19/01/2024,1,4,0,43
Area-49,2,21/01/2024,2,6,1,43
Area-49,2,23/01/2024,1,1,0,43
Area-49,2,24/01/2024,2,2,0,43
Area-49,2,27/01/2024,1,5,1,43
Area-49,3,03/01/2024,1,2,0,43
Area-49,3,05/01/2024,2,4,0,43
Area-49,3,07/01/2024,1,6,1,43
Area-49,3,14/01/2024,1,6,1,43
Area-49,3,18/01/2024,1,3,0,43
Area-49,3,20/01/2024,1,5,1,43
Area-49,3,21/01/2024,2,6,1,43
Area-49,3,27/01/2024,3,5,1,43
Area-49,3,28/01/2024,1,6,1,43
Area-49,4,01/01/2024,2,0,0,43
Area-49,4,03/01/2024,1,2,0,43
Area-49,4,04/01/2024,1,3,0,43
Area-49,4,08/01/2024,1,0,0,43
Area-49,4,11/01/2024,1,3,0,43
Area-49,4,12/01/2024,1,4,0,43
Area-49,4,15/01/2024,1,0,0,43
Area-49,4,28/01/2024,1,6,1,43
Area-49,4,30/01/2024,1,1,0,43
Area-49,5,02/01/2024,2,1,0,43
Area-49,5,05/01/2024,2,4,0,43
Area-49,5,10/01/2024,1,2,0,43
Area-49,5,14/01/2024,1,6,1,43
Area-49,5,15/01/2024,1,0,0,43
Area-49,5,21/01/2024,1,6,1,43
Area-49,5,30/01/2024,1,1,0,43
Area-49,6,03/01/2024,1,2,0,43
Area-49,6,04/01/2024,1,3,0,43
Area-49,6,09/01/2024,1,1,0,43
Area-49,6,14/01/2024,1,6,1,43
Area-49,6,19/01/2024,1,4,0,43
Area-49,6,20/01/2024,1,5,1,43
Area-49,6,23/01/2024,1,1,0,43
Area-49,6,27/01/2024,1,5,1,43
Area-49,6,29/01/2024,1,0,0,43
Area-49,7,01/01/2024,1,0,0,43
Area-49,7,05/01/2024,1,4,0,43
Area-49,7,07/01/2024,1,6,1,43
Area-49,7,09/01/2024,2,1,0,43
Area-49,7,12/01/2024,1,4,0,43
Area-49,7,13/01/2024,1,5,1,43
Area-49,7,15/01/2024,1,0,0,43
Area-49,7,17/01/2024,1,2,0,43
Area-49,7,18/01/2024,1,3,0,43
Area-49,7,19/01/2024,1,4,0,43
Area-49,7,24/01/2024,1,2,0,43
Area-49,7,25/01/2024,2,3,0,43
Area-49,7,30/01/2024,1,1,0,43
Area-49,8,03/01/2024,1,2,0,43
Area-49,8,04/01/2024,1,3,0,43
Area-49,8,05/01/2024,2,4,0,43
Area-49,8,09/01/2024,2,1,0,43
Area-49,8,10/01/2024,1,2,0,43
Area-49,8,13/01/2024,1,5,1,43
Area-49,8,18/01/2024,1,3,0,43
Area-49,8,26/01/2024,1,4,0,43
Area-49,8,27/01/2024,1,5,1,43
Area-49,8,30/01/2024,1,1,0,43
Area-49,9,09/01/2024,3,1,0,43
Area-49,9,11/01/2024,2,3,0,43
Area-49,9,15/01/2024,1,0,0,43
Area-49,9,20/01/2024,1,5,1,43
Area-49,9,22/01/2024,1,0,0,43
Area-49,9,25/01/2024,3,3,0,43
Area-49,9,27/01/2024,1,5,1,43
Area-49,9,28/01/2024,1,6,1,43
Area-49,10,04/01/2024,1,3,0,43
Area-49,10,07/01/2024,1,6,1,43
Area-49,10,08/01/2024,1,0,0,43
Area-49,10,19/01/2024,2,4,0,43
Area-49,10,26/01/2024,1,4,0,43
Area-49,10,29/01/2024,1,0,0,43
Area-49,11,07/01/2024,1,6,1,43
Area-49,11,12/01/2024,1,4,0,43
Area-49,11,15/01/2024,1,0,0,43
Area-49,11,19/01/2024,1,4,0,43
Area-49,11,22/01/2024,2,0,0,43
Area-49,11,25/01/2024,1,3,0,43
Area-49,11,28/01/2024,1,6,1,43
Area-49,11,29/01/2024,1,0,0,43
Area-49,12,02/01/2024,1,1,0,43
Area-49,12,06/01/2024,1,5,1,43
Area-49,12,12/01/2024,1,4,0,43
Area-49,12,17/01/2024,2,2,0,43
Area-49,12,18/01/2024,1,3,0,43
Area-49,12,20/01/2024,1,5,1,43
Area-49,12,24/01/2024,1,2,0,43
Area-49,12,26/01/2024,1,4,0,43
Area-49,12,27/01/2024,1,5,1,43
Area-49,12,28/01/2024,1,6,1,43
Area-49,12,29/01/2024,1,0,0,43
Area-49,13,02/01/2024,1,1,0,43
Area-49,13,03/01/2024,2,2,0,43
Area-49,13,04/01/2024,1,3,0,43
Area-49,13,14/01/2024,2,6,1,43
Area-49,13,19/01/2024,1,4,0,43
Area-49,13,20/01/2024,1,5,1,43
Area-49,14,03/01/2024,1,2,0,43
Area-49,14,05/01/2024,1,4,0,43
Area-49,14,07/01/2024,1,6,1,43
Area-49,14,08/01/2024,1,0,0,43
Area-49,14,09/01/2024,2,1,0,43
Area-49,14,15/01/2024,1,0,0,43
Area-49,14,18/01/2024,1,3,0,43
Area-49,14,20/01/2024,1,5,1,43
Area-49,14,24/01/2024,1,2,0,43
Area-49,14,27/01/2024,1,5,1,43
Area-49,14,28/01/2024,1,6,1,43
Area-49,14,29/01/2024,1,0,0,43
Area-49,14,30/01/2024,1,1,0,43
Area-49,15,03/01/2024,2,2,0,43
Area-49,15,07/01/2024,1,6,1,43
Area-49,15,08/01/2024,2,0,0,43
Area-49,15,09/01/2024,2,1,0,43
Area-49,15,12/01/2024,1,4,0,43
Area-49,15,14/01/2024,1,6,1,43
Area-49,15,18/01/2024,2,3,0,43
Area-49,15,21/01/2024,1,6,1,43
Area-49,15,25/01/2024,2,3,0,43
Area-49,15,26/01/2024,1,4,0,43
Area-49,15,27/01/2024,1,5,1,43
Area-49,15,29/01/2024,1,0,0,43
Area-49,15,30/01/2024,2,1,0,43
Area-49,16,07/01/2024,1,6,1,43
Area-49,16,12/01/2024,1,4,0,43
Area-49,16,24/01/2024,1,2,0,43
Area-49,16,27/01/2024,1,5,1,43
Area-49,16,28/01/2024,1,6,1,43
Area-49,17,02/01/2024,1,1,0,43
Area-49,17,03/01/2024,1,2,0,43
Area-49,17,04/01/2024,2,3,0,43
Area-49,17,05/01/2024,2,4,0,43
Area-49,17,06/01/2024,1,5,1,43
Area-49,17,08/01/2024,1,0,0,43
Area-49,17,09/01/2024,1,1,0,43
Area-49,17,10/01/2024,1,2,0,43
Area-49,17,12/01/2024,1,4,0,43
Area-49,17,17/01/2024,1,2,0,43
Area-49,17,18/01/2024,1,3,0,43
Area-49,17,23/01/2024,1,1,0,43
Area-49,18,01/01/2024,1,0,0,43
Area-49,18,03/01/2024,1,2,0,43
Area-49,18,05/01/2024,1,4,0,43
Area-49,18,13/01/2024,1,5,1,43
Area-49,18,18/01/2024,1,3,0,43
Area-49,18,20/01/2024,1,5,1,43
Area-49,18,24/01/2024,1,2,0,43
Area-49,18,26/01/2024,1,4,0,43
Area-49,18,27/01/2024,2,5,1,43
Area-49,18,28/01/2024,2,6,1,43
Area-49,18,29/01/2024,1,0,0,43
Area-49,18,30/01/2024,1,1,0,43
Area-49,19,02/01/2024,1,1,0,43
Area-49,19,11/01/2024,1,3,0,43
Area-49,19,12/01/2024,1,4,0,43
Area-49,19,28/01/2024,1,6,1,43
Area-49,19,30/01/2024,1,1,0,43
